strategy_id,walk_forward_preset,fold,valid_start,valid_end,date,benchmark_symbol,benchmark_weight_date,asof_status,benchmark_member_count,benchmark_weight_sum,core_member_count,core_weight_sum,reachable_core_member_count,reachable_core_weight_sum,reachable_core_weight_ratio,top_n,top_n_weight_sum,reachable_top_n_member_count,reachable_top_n_weight_sum,reachable_top_n_weight_ratio,panel_overlap_core_member_count,panel_overlap_core_weight_sum,min_amount,min_amount_ratio20,core_top_n,core_cumulative_weight
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-01,2022-03-31,2021-04-01,SH.000300,2021-03-31,available,300,1.00006,60,0.60831,56,0.58641,0.9639986191251171,20,0.36737999999999993,20,0.36737999999999993,1.0,56,0.58641,0.0,0.0,60,0.6
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-01,2022-03-31,2021-04-02,SH.000300,2021-04-01,available,300,1.0000019999999998,60,0.609741,55,0.5842019999999999,0.9581150029274723,20,0.367798,20,0.367798,1.0,55,0.5842019999999999,0.0,0.0,60,0.6
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-01,2022-03-31,2021-04-06,SH.000300,2021-04-01,available,300,1.0000019999999998,60,0.609741,55,0.5842019999999999,0.9581150029274723,20,0.367798,20,0.367798,1.0,55,0.5842019999999999,0.0,0.0,60,0.6
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-01,2022-03-31,2021-04-07,SH.000300,2021-04-01,available,300,1.0000019999999998,60,0.609741,55,0.5842019999999999,0.9581150029274723,20,0.367798,20,0.367798,1.0,55,0.5842019999999999,0.0,0.0,60,0.6
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-01,2022-03-31,2021-04-08,SH.000300,2021-04-01,available,300,1.0000019999999998,60,0.609741,55,0.5842019999999999,0.9581150029274723,20,0.367798,20,0.367798,1.0,55,0.5842019999999999,0.0,0.0,60,0.6
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-01,2022-03-31,2021-04-09,SH.000300,2021-04-01,available,300,1.0000019999999998,60,0.609741,55,0.5842019999999999,0.9581150029274723,20,0.367798,20,0.367798,1.0,55,0.5842019999999999,0.0,0.0,60,0.6
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-01,2022-03-31,2021-04-12,SH.000300,2021-04-01,available,300,1.0000019999999998,60,0.609741,55,0.5842019999999999,0.9581150029274723,20,0.367798,20,0.367798,1.0,55,0.5842019999999999,0.0,0.0,60,0.6
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-01,2022-03-31,2021-04-13,SH.000300,2021-04-01,available,300,1.0000019999999998,60,0.609741,55,0.5842019999999999,0.9581150029274723,20,0.367798,20,0.367798,1.0,55,0.5842019999999999,0.0,0.0,60,0.6
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-01,2022-03-31,2021-04-14,SH.000300,2021-04-01,available,300,1.0000019999999998,60,0.609741,55,0.5842019999999999,0.9581150029274723,20,0.367798,20,0.367798,1.0,55,0.5842019999999999,0.0,0.0,60,0.6
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-01,2022-03-31,2021-04-15,SH.000300,2021-04-01,available,300,1.0000019999999998,60,0.609741,55,0.5842019999999999,0.9581150029274723,20,0.367798,20,0.367798,1.0,55,0.5842019999999999,0.0,0.0,60,0.6
